Description,Value,Date,ID
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,254413.984,2021-06-30,AGUAS-A
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2021-06-30,AGUAS-A
Pasivos corrientes totales,254413.984,2021-06-30,AGUAS-A
Otros pasivos financieros no corrientes,995703.695,2021-06-30,AGUAS-A
Pasivos por arrendamientos no corrientes,1842.757,2021-06-30,AGUAS-A
Cuentas por pagar no corrientes,1413.468,2021-06-30,AGUAS-A
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2021-06-30,AGUAS-A
Otras provisiones a largo plazo,1453.309,2021-06-30,AGUAS-A
Pasivo por impuestos diferidos,23781.187,2021-06-30,AGUAS-A
"Pasivos por impuestos corrientes, no corrientes",0.0,2021-06-30,AGUAS-A
Provisiones no corrientes por beneficios a los empleados,19024.462,2021-06-30,AGUAS-A
Otros pasivos no financieros no corrientes,9874.594,2021-06-30,AGUAS-A
Total de pasivos no corrientes,1053093.472,2021-06-30,AGUAS-A
Total de pasivos,1307507.456,2021-06-30,AGUAS-A
Capital emitido y pagado,155567.354,2021-06-30,AGUAS-A
Ganancias (pérdidas) acumuladas,358071.585,2021-06-30,AGUAS-A
Prima de emisión,164064.038,2021-06-30,AGUAS-A
Acciones propias en cartera,0.0,2021-06-30,AGUAS-A
Otras participaciones en el patrimonio,-5965.55,2021-06-30,AGUAS-A
Otras reservas,163001.297,2021-06-30,AGUAS-A
Patrimonio atribuible a los propietarios de la controladora,834738.724,2021-06-30,AGUAS-A
Participaciones no controladoras,27.054,2021-06-30,AGUAS-A
Patrimonio total,834765.778,2021-06-30,AGUAS-A
Total de patrimonio y pasivos,2142273.234,2021-06-30,AGUAS-A
Efectivo y equivalentes al efectivo,184299.57,2021-09-30,AGUAS-A
Otros activos financieros corrientes,5804.888,2021-09-30,AGUAS-A
Otros activos no financieros corrientes,5879.201,2021-09-30,AGUAS-A
Deudores comerciales y otras cuentas por cobrar corrientes,83377.479,2021-09-30,AGUAS-A
"Cuentas por cobrar a entidades relacionadas, corrientes",5.905,2021-09-30,AGUAS-A
Inventarios corrientes,3769.839,2021-09-30,AGUAS-A
Activos biológicos corrientes,0.0,2021-09-30,AGUAS-A
"Activos por impuestos corrientes, corrientes",5380.705,2021-09-30,AGUAS-A
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,288517.587,2021-09-30,AGUAS-A
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,3.414,2021-09-30,AGUAS-A
Activos corrientes totales,288521.001,2021-09-30,AGUAS-A
Otros activos financieros no corrientes,7895.863,2021-09-30,AGUAS-A
Otros activos no financieros no corrientes,1997.095,2021-09-30,AGUAS-A
Cuentas por cobrar no corrientes,3793.284,2021-09-30,AGUAS-A
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2021-09-30,AGUAS-A
"Inventarios, no corrientes",0.0,2021-09-30,AGUAS-A
Inversiones contabilizadas utilizando el método de la participación,0.0,2021-09-30,AGUAS-A
Activos intangibles distintos de la plusvalía,220839.072,2021-09-30,AGUAS-A
Plusvalía,33823.049,2021-09-30,AGUAS-A
"Propiedades, planta y equipo",1626307.238,2021-09-30,AGUAS-A
Activos biológicos no corrientes,0.0,2021-09-30,AGUAS-A
Propiedad de inversión,0.0,2021-09-30,AGUAS-A
Activos por derecho de uso,2894.769,2021-09-30,AGUAS-A
"Activos por impuestos corrientes, no corrientes",0.0,2021-09-30,AGUAS-A
Activos por impuestos diferidos,7274.982,2021-09-30,AGUAS-A
Total de activos no corrientes,1904825.352,2021-09-30,AGUAS-A
Total de activos,2193346.353,2021-09-30,AGUAS-A
Otros pasivos financieros corrientes,84829.34,2021-09-30,AGUAS-A
Pasivos por arrendamientos corrientes,1236.635,2021-09-30,AGUAS-A
Cuentas por pagar comerciales y otras cuentas por pagar,112579.046,2021-09-30,AGUAS-A
"Cuentas por pagar a entidades relacionadas, corrientes",18769.553,2021-09-30,AGUAS-A
Otras provisiones a corto plazo,18102.394,2021-09-30,AGUAS-A
"Pasivos por impuestos corrientes, corrientes",151.09,2021-09-30,AGUAS-A
Provisiones corrientes por beneficios a los empleados,3916.9,2021-09-30,AGUAS-A
Otros pasivos no financieros corrientes,12558.974,2021-09-30,AGUAS-A
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,252143.932,2021-09-30,AGUAS-A
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2021-09-30,AGUAS-A
Pasivos corrientes totales,252143.932,2021-09-30,AGUAS-A
Otros pasivos financieros no corrientes,1024525.488,2021-09-30,AGUAS-A
Pasivos por arrendamientos no corrientes,1713.699,2021-09-30,AGUAS-A
Cuentas por pagar no corrientes,1419.787,2021-09-30,AGUAS-A
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2021-09-30,AGUAS-A
Otras provisiones a largo plazo,1473.096,2021-09-30,AGUAS-A
Pasivo por impuestos diferidos,23136.478,2021-09-30,AGUAS-A
"Pasivos por impuestos corrientes, no corrientes",0.0,2021-09-30,AGUAS-A
Provisiones no corrientes por beneficios a los empleados,19586.784,2021-09-30,AGUAS-A
Otros pasivos no financieros no corrientes,9101.873,2021-09-30,AGUAS-A
Total de pasivos no corrientes,1080957.205,2021-09-30,AGUAS-A
Total de pasivos,1333101.137,2021-09-30,AGUAS-A
Capital emitido y pagado,155567.354,2021-09-30,AGUAS-A
Ganancias (pérdidas) acumuladas,379527.681,2021-09-30,AGUAS-A
Prima de emisión,164064.038,2021-09-30,AGUAS-A
Acciones propias en cartera,0.0,2021-09-30,AGUAS-A
Otras participaciones en el patrimonio,-5965.55,2021-09-30,AGUAS-A
Otras reservas,167024.315,2021-09-30,AGUAS-A
Patrimonio atribuible a los propietarios de la controladora,860217.838,2021-09-30,AGUAS-A
Participaciones no controladoras,27.378,2021-09-30,AGUAS-A
Patrimonio total,860245.216,2021-09-30,AGUAS-A
Total de patrimonio y pasivos,2193346.353,2021-09-30,AGUAS-A
Efectivo y equivalentes al efectivo,163513.314,2021-12-31,AGUAS-A
Otros activos financieros corrientes,0.0,2021-12-31,AGUAS-A
Otros activos no financieros corrientes,4997.004,2021-12-31,AGUAS-A
Deudores comerciales y otras cuentas por cobrar corrientes,101105.786,2021-12-31,AGUAS-A
"Cuentas por cobrar a entidades relacionadas, corrientes",23.088,2021-12-31,AGUAS-A
Inventarios corrientes,5185.858,2021-12-31,AGUAS-A
Activos biológicos corrientes,0.0,2021-12-31,AGUAS-A
"Activos por impuestos corrientes, corrientes",9026.225,2021-12-31,AGUAS-A
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,283851.275,2021-12-31,AGUAS-A
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,3.414,2021-12-31,AGUAS-A
Activos corrientes totales,283854.689,2021-12-31,AGUAS-A
Otros activos financieros no corrientes,7895.863,2021-12-31,AGUAS-A
Otros activos no financieros no corrientes,1855.537,2021-12-31,AGUAS-A
Cuentas por cobrar no corrientes,3438.247,2021-12-31,AGUAS-A
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2021-12-31,AGUAS-A
"Inventarios, no corrientes",0.0,2021-12-31,AGUAS-A
Inversiones contabilizadas utilizando el método de la participación,0.0,2021-12-31,AGUAS-A
Activos intangibles distintos de la plusvalía,221481.159,2021-12-31,AGUAS-A
Plusvalía,33823.049,2021-12-31,AGUAS-A
"Propiedades, planta y equipo",1660157.909,2021-12-31,AGUAS-A
Activos biológicos no corrientes,0.0,2021-12-31,AGUAS-A
Propiedad de inversión,0.0,2021-12-31,AGUAS-A
Activos por derecho de uso,2751.266,2021-12-31,AGUAS-A
"Activos por impuestos corrientes, no corrientes",0.0,2021-12-31,AGUAS-A
Activos por impuestos diferidos,13963.891,2021-12-31,AGUAS-A
Total de activos no corrientes,1945366.921,2021-12-31,AGUAS-A
Total de activos,2229221.61,2021-12-31,AGUAS-A
Otros pasivos financieros corrientes,69023.789,2021-12-31,AGUAS-A
Pasivos por arrendamientos corrientes,1176.716,2021-12-31,AGUAS-A
Cuentas por pagar comerciales y otras cuentas por pagar,126774.156,2021-12-31,AGUAS-A
"Cuentas por pagar a entidades relacionadas, corrientes",13818.979,2021-12-31,AGUAS-A
Otras provisiones a corto plazo,16092.663,2021-12-31,AGUAS-A
"Pasivos por impuestos corrientes, corrientes",373.083,2021-12-31,AGUAS-A
Provisiones corrientes por beneficios a los empleados,6072.494,2021-12-31,AGUAS-A
Otros pasivos no financieros corrientes,15310.331,2021-12-31,AGUAS-A
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,248642.211,2021-12-31,AGUAS-A
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2021-12-31,AGUAS-A
Pasivos corrientes totales,248642.211,2021-12-31,AGUAS-A
Otros pasivos financieros no corrientes,1084075.622,2021-12-31,AGUAS-A
Pasivos por arrendamientos no corrientes,1629.797,2021-12-31,AGUAS-A
Cuentas por pagar no corrientes,1055.267,2021-12-31,AGUAS-A
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2021-12-31,AGUAS-A
Otras provisiones a largo plazo,1520.318,2021-12-31,AGUAS-A
Pasivo por impuestos diferidos,23442.967,2021-12-31,AGUAS-A
"Pasivos por impuestos corrientes, no corrientes",0.0,2021-12-31,AGUAS-A
Provisiones no corrientes por beneficios a los empleados,17666.42,2021-12-31,AGUAS-A
Otros pasivos no financieros no corrientes,8641.295,2021-12-31,AGUAS-A
Total de pasivos no corrientes,1138031.686,2021-12-31,AGUAS-A
Total de pasivos,1386673.897,2021-12-31,AGUAS-A
Capital emitido y pagado,155567.354,2021-12-31,AGUAS-A
Ganancias (pérdidas) acumuladas,361776.346,2021-12-31,AGUAS-A
Prima de emisión,164064.038,2021-12-31,AGUAS-A
Acciones propias en cartera,0.0,2021-12-31,AGUAS-A
Otras participaciones en el patrimonio,-5965.55,2021-12-31,AGUAS-A
Otras reservas,167078.027,2021-12-31,AGUAS-A
Patrimonio atribuible a los propietarios de la controladora,842520.215,2021-12-31,AGUAS-A
Participaciones no controladoras,27.498,2021-12-31,AGUAS-A
Patrimonio total,842547.713,2021-12-31,AGUAS-A
Total de patrimonio y pasivos,2229221.61,2021-12-31,AGUAS-A
Efectivo y equivalentes al efectivo,129884.484,2022-03-31,AGUAS-A
Otros activos financieros corrientes,5769.021,2022-03-31,AGUAS-A
Otros activos no financieros corrientes,4853.097,2022-03-31,AGUAS-A
Deudores comerciales y otras cuentas por cobrar corrientes,113671.945,2022-03-31,AGUAS-A
"Cuentas por cobrar a entidades relacionadas, corrientes",20.696,2022-03-31,AGUAS-A
Inventarios corrientes,4054.752,2022-03-31,AGUAS-A
Activos biológicos corrientes,0.0,2022-03-31,AGUAS-A
"Activos por impuestos corrientes, corrientes",8547.015,2022-03-31,AGUAS-A
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,266801.01,2022-03-31,AGUAS-A
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,3.414,2022-03-31,AGUAS-A
Activos corrientes totales,266804.424,2022-03-31,AGUAS-A
Otros activos financieros no corrientes,7895.863,2022-03-31,AGUAS-A
Otros activos no financieros no corrientes,1672.997,2022-03-31,AGUAS-A
Cuentas por cobrar no corrientes,3251.067,2022-03-31,AGUAS-A
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2022-03-31,AGUAS-A
"Inventarios, no corrientes",0.0,2022-03-31,AGUAS-A
Inversiones contabilizadas utilizando el método de la participación,0.0,2022-03-31,AGUAS-A
Activos intangibles distintos de la plusvalía,222344.147,2022-03-31,AGUAS-A
Plusvalía,33823.049,2022-03-31,AGUAS-A
"Propiedades, planta y equipo",1670112.225,2022-03-31,AGUAS-A
Activos biológicos no corrientes,0.0,2022-03-31,AGUAS-A
Propiedad de inversión,0.0,2022-03-31,AGUAS-A
Activos por derecho de uso,2539.811,2022-03-31,AGUAS-A
"Activos por impuestos corrientes, no corrientes",0.0,2022-03-31,AGUAS-A
Activos por impuestos diferidos,21375.36,2022-03-31,AGUAS-A
Total de activos no corrientes,1963014.519,2022-03-31,AGUAS-A
Total de activos,2229818.943,2022-03-31,AGUAS-A
Otros pasivos financieros corrientes,72684.423,2022-03-31,AGUAS-A
Pasivos por arrendamientos corrientes,1039.214,2022-03-31,AGUAS-A
Cuentas por pagar comerciales y otras cuentas por pagar,116846.314,2022-03-31,AGUAS-A
"Cuentas por pagar a entidades relacionadas, corrientes",20303.697,2022-03-31,AGUAS-A
Otras provisiones a corto plazo,16006.922,2022-03-31,AGUAS-A
"Pasivos por impuestos corrientes, corrientes",4623.933,2022-03-31,AGUAS-A
Provisiones corrientes por beneficios a los empleados,2299.237,2022-03-31,AGUAS-A
Otros pasivos no financieros corrientes,18577.95,2022-03-31,AGUAS-A
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,252381.69,2022-03-31,AGUAS-A
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2022-03-31,AGUAS-A
Pasivos corrientes totales,252381.69,2022-03-31,AGUAS-A
Otros pasivos financieros no corrientes,1090683.383,2022-03-31,AGUAS-A
Pasivos por arrendamientos no corrientes,1552.449,2022-03-31,AGUAS-A
Cuentas por pagar no corrientes,1037.13,2022-03-31,AGUAS-A
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2022-03-31,AGUAS-A
Otras provisiones a largo plazo,1558.792,2022-03-31,AGUAS-A
Pasivo por impuestos diferidos,22278.407,2022-03-31,AGUAS-A
"Pasivos por impuestos corrientes, no corrientes",0.0,2022-03-31,AGUAS-A
Provisiones no corrientes por beneficios a los empleados,18211.35,2022-03-31,AGUAS-A
Otros pasivos no financieros no corrientes,8763.334,2022-03-31,AGUAS-A
Total de pasivos no corrientes,1144084.845,2022-03-31,AGUAS-A
Total de pasivos,1396466.535,2022-03-31,AGUAS-A
Capital emitido y pagado,155567.354,2022-03-31,AGUAS-A
Ganancias (pérdidas) acumuladas,352525.729,2022-03-31,AGUAS-A
Prima de emisión,164064.038,2022-03-31,AGUAS-A
Acciones propias en cartera,0.0,2022-03-31,AGUAS-A
Otras participaciones en el patrimonio,-5965.55,2022-03-31,AGUAS-A
Otras reservas,167132.039,2022-03-31,AGUAS-A
Patrimonio atribuible a los propietarios de la controladora,833323.61,2022-03-31,AGUAS-A
Participaciones no controladoras,28.798,2022-03-31,AGUAS-A
Patrimonio total,833352.408,2022-03-31,AGUAS-A
Total de patrimonio y pasivos,2229818.943,2022-03-31,AGUAS-A
Efectivo y equivalentes al efectivo,146863.788,2022-06-30,AGUAS-A
Otros activos financieros corrientes,0.0,2022-06-30,AGUAS-A
Otros activos no financieros corrientes,3541.468,2022-06-30,AGUAS-A
Deudores comerciales y otras cuentas por cobrar corrientes,101082.432,2022-06-30,AGUAS-A
"Cuentas por cobrar a entidades relacionadas, corrientes",27.645,2022-06-30,AGUAS-A
Inventarios corrientes,11281.243,2022-06-30,AGUAS-A
Activos biológicos corrientes,0.0,2022-06-30,AGUAS-A
"Activos por impuestos corrientes, corrientes",1407.124,2022-06-30,AGUAS-A
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,264203.7,2022-06-30,AGUAS-A
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,3.414,2022-06-30,AGUAS-A
Activos corrientes totales,264207.114,2022-06-30,AGUAS-A
Otros activos financieros no corrientes,7895.863,2022-06-30,AGUAS-A
Otros activos no financieros no corrientes,1533.251,2022-06-30,AGUAS-A
Cuentas por cobrar no corrientes,3352.56,2022-06-30,AGUAS-A
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2022-06-30,AGUAS-A
"Inventarios, no corrientes",0.0,2022-06-30,AGUAS-A
Inversiones contabilizadas utilizando el método de la participación,0.0,2022-06-30,AGUAS-A
Activos intangibles distintos de la plusvalía,231753.899,2022-06-30,AGUAS-A
Plusvalía,33823.049,2022-06-30,AGUAS-A
"Propiedades, planta y equipo",1668465.994,2022-06-30,AGUAS-A
Activos biológicos no corrientes,0.0,2022-06-30,AGUAS-A
Propiedad de inversión,0.0,2022-06-30,AGUAS-A
Activos por derecho de uso,2254.642,2022-06-30,AGUAS-A
"Activos por impuestos corrientes, no corrientes",0.0,2022-06-30,AGUAS-A
Activos por impuestos diferidos,37351.467,2022-06-30,AGUAS-A
Total de activos no corrientes,1986430.725,2022-06-30,AGUAS-A
Total de activos,2250637.839,2022-06-30,AGUAS-A
Otros pasivos financieros corrientes,67316.176,2022-06-30,AGUAS-A
Pasivos por arrendamientos corrientes,882.696,2022-06-30,AGUAS-A
Cuentas por pagar comerciales y otras cuentas por pagar,122980.084,2022-06-30,AGUAS-A
"Cuentas por pagar a entidades relacionadas, corrientes",3510.441,2022-06-30,AGUAS-A
Otras provisiones a corto plazo,17757.321,2022-06-30,AGUAS-A
"Pasivos por impuestos corrientes, corrientes",4671.802,2022-06-30,AGUAS-A
Provisiones corrientes por beneficios a los empleados,3405.996,2022-06-30,AGUAS-A
Otros pasivos no financieros corrientes,15964.217,2022-06-30,AGUAS-A
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,236488.733,2022-06-30,AGUAS-A
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2022-06-30,AGUAS-A
Pasivos corrientes totales,236488.733,2022-06-30,AGUAS-A
Otros pasivos financieros no corrientes,1119961.249,2022-06-30,AGUAS-A
Pasivos por arrendamientos no corrientes,1418.891,2022-06-30,AGUAS-A
Cuentas por pagar no corrientes,1064.347,2022-06-30,AGUAS-A
"Cuentas por pagar a entidades relacionadas, no corrientes",0.0,2022-06-30,AGUAS-A
Otras provisiones a largo plazo,1629.836,2022-06-30,AGUAS-A
Pasivo por impuestos diferidos,19419.22,2022-06-30,AGUAS-A
"Pasivos por impuestos corrientes, no corrientes",0.0,2022-06-30,AGUAS-A
Provisiones no corrientes por beneficios a los empleados,18467.012,2022-06-30,AGUAS-A
Otros pasivos no financieros no corrientes,8885.382,2022-06-30,AGUAS-A
Total de pasivos no corrientes,1170845.937,2022-06-30,AGUAS-A
Total de pasivos,1407334.67,2022-06-30,AGUAS-A
Capital emitido y pagado,155567.354,2022-06-30,AGUAS-A
Ganancias (pérdidas) acumuladas,362476.008,2022-06-30,AGUAS-A
Prima de emisión,164064.038,2022-06-30,AGUAS-A
Acciones propias en cartera,0.0,2022-06-30,AGUAS-A
Otras participaciones en el patrimonio,-5965.55,2022-06-30,AGUAS-A
Otras reservas,167132.039,2022-06-30,AGUAS-A
Patrimonio atribuible a los propietarios de la controladora,843273.889,2022-06-30,AGUAS-A
Participaciones no controladoras,29.28,2022-06-30,AGUAS-A
Patrimonio total,843303.169,2022-06-30,AGUAS-A
Total de patrimonio y pasivos,2250637.839,2022-06-30,AGUAS-A
Efectivo y equivalentes al efectivo,163331.481,2022-09-30,AGUAS-A
Otros activos financieros corrientes,6235.969,2022-09-30,AGUAS-A
Otros activos no financieros corrientes,6641.971,2022-09-30,AGUAS-A
Deudores comerciales y otras cuentas por cobrar corrientes,104388.554,2022-09-30,AGUAS-A
"Cuentas por cobrar a entidades relacionadas, corrientes",17.354,2022-09-30,AGUAS-A
Inventarios corrientes,11932.977,2022-09-30,AGUAS-A
Activos biológicos corrientes,0.0,2022-09-30,AGUAS-A
"Activos por impuestos corrientes, corrientes",1934.205,2022-09-30,AGUAS-A
Total de activos corrientes distintos de los activo o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,294482.511,2022-09-30,AGUAS-A
Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,3.414,2022-09-30,AGUAS-A
Activos corrientes totales,294485.925,2022-09-30,AGUAS-A
Otros activos financieros no corrientes,7895.863,2022-09-30,AGUAS-A
Otros activos no financieros no corrientes,1367.981,2022-09-30,AGUAS-A
Cuentas por cobrar no corrientes,3609.959,2022-09-30,AGUAS-A
"Cuentas por cobrar a entidades relacionadas, no corrientes",0.0,2022-09-30,AGUAS-A
"Inventarios, no corrientes",0.0,2022-09-30,AGUAS-A
Inversiones contabilizadas utilizando el método de la participación,0.0,2022-09-30,AGUAS-A
Activos intangibles distintos de la plusvalía,232167.325,2022-09-30,AGUAS-A
Plusvalía,33823.049,2022-09-30,AGUAS-A
"Propiedades, planta y equipo",1686246.574,2022-09-30,AGUAS-A
Activos biológicos no corrientes,0.0,2022-09-30,AGUAS-A
Propiedad de inversión,0.0,2022-09-30,AGUAS-A
Activos por derecho de uso,3864.96,2022-09-30,AGUAS-A
"Activos por impuestos corrientes, no corrientes",0.0,2022-09-30,AGUAS-A
Activos por impuestos diferidos,50090.592,2022-09-30,AGUAS-A
Total de activos no corrientes,2019066.303,2022-09-30,AGUAS-A
Total de activos,2313552.228,2022-09-30,AGUAS-A
Otros pasivos financieros corrientes,80711.737,2022-09-30,AGUAS-A
Pasivos por arrendamientos corrientes,1366.734,2022-09-30,AGUAS-A
Cuentas por pagar comerciales y otras cuentas por pagar,123515.281,2022-09-30,AGUAS-A
"Cuentas por pagar a entidades relacionadas, corrientes",4647.265,2022-09-30,AGUAS-A
Otras provisiones a corto plazo,18299.017,2022-09-30,AGUAS-A
"Pasivos por impuestos corrientes, corrientes",5311.825,2022-09-30,AGUAS-A
Provisiones corrientes por beneficios a los empleados,4278.698,2022-09-30,AGUAS-A
Otros pasivos no financieros corrientes,14448.073,2022-09-30,AGUAS-A
Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,252578.63,2022-09-30,AGUAS-A
Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,0.0,2022-09-30,AGUAS-A
